ID,Crawl Timestamp,Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
1220,2019-08-06 02:37:37 +0000, Senior Member Technical Staff / Project Lead - USB Stack, Not Disclosed by Recruiter ,5 - 10 yrs, software development| rtos| psos| usb| vxworks| leading| usage| team,Programming & Design,Hyderabad,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Recruitment, Staffing",Team Lead/Technical Lead
1221,2019-08-04 18:04:41 +0000, Job | Electrical Engineer - Engineer/sr.engineer, Not Disclosed by Recruiter ,5 - 8 yrs, Electrostatic Precipitator| Design| Earthing| ESP| Cable Tray| Power Distribution| Electrical Works| Electricals| Electrical Engineering| Power Sector,Engineering Design,Chennai,"Engineering Design , R&D","Oil and Gas, Energy, Power, Infrastructure",Senior Design Engineer
1222,2019-07-06 19:22:22 +0000, Head - Company Secretary, Not Disclosed by Recruiter ,10 - 12 yrs, Company law| ROC| Corporate governance| Customer support| Company Secretary| Compliance| Head Business Development| Head Customer Support| SEBI| compliance monitoring,Senior Management,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Strategy, Management Consulting Firms",Company Secretary
1223,2019-08-05 01:34:48 +0000, Hiring Freshers /experienced For International /domestic BPO Call, incentives cab meal ,1 - 2 yrs, telecaller| bpo voice| Telesales| tse| us shifts| TSO| b2c| b2b| voice process| outbound sales| telemarketing| International BPO,Voice,"Delhi NCR,Gurgaon","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
1224,2019-07-06 15:22:31 +0000, GSS Automation Development and Support Analyst," 4,00,000 - 9,00,000 PA. ",2 - 7 yrs,,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Software Developer
1225,2019-08-04 03:15:28 +0000, Opportunity For PHP Developers - 6 Months Contract, Not Disclosed by Recruiter ,3 - 5 yrs,,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1226,2019-07-07 02:57:40 +0000, Tele Caller cum Back office Executive, Not Disclosed by Recruiter ,2 - 5 yrs, Payment collection| Client handling| Back Office Executive| Management,Voice,Delhi,"ITES , BPO , KPO , LPO , Customer Service , Operations",Facility Management,Telecalling/Telemarketing Executive
1227,2019-07-06 06:40:19 +0000, Jr Software Tester , Not Disclosed by Recruiter ,2 - 7 yrs, Android| microsoft| Functional testing| VAS| IVR| Product support| Regression testing| Stress testing| Cloud| B2B,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1228,2019-07-05 03:52:47 +0000, Voice Process/international Bpo/location:kolkata, Salary on the 1st of the month ,1 - 3 yrs, International BPO| Voice Process| Inbound Voice Process| sales executive| night shift| call center,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
1229,2019-08-05 01:02:53 +0000, Front End Developer(contract Position - Immed Joining)chennai Location," 6,50,000 - 16,50,000 PA. ",5 - 8 yrs, CSS| Heroku| Html5| MySQL| Javascript| Bootstrap| JSON| Spring Boot| JQuery| Ajax,Programming & Design,Chennai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1230,2019-08-05 17:27:37 +0000, SEO Specialist, Not Disclosed by Recruiter ,2 - 5 yrs, Analytical skills| Google Analytics| Time management| content marketing| SEO| Search engine optimization,Other,Pune,"IT Software - eCommerce , Internet Technologies","Advertising, PR, MR, Event Management",IT/Technical Content Developer
1231,2019-07-06 16:10:29 +0000, Web / LAMP Developer, Not Disclosed by Recruiter ,2 - 5 yrs, Drupal| jQuery| Linux| XML| Wordpress| Javascript| HTML| Apache| SQL| Ajax,Programming & Design,Bengaluru,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Software Developer
1232,2019-08-04 22:54:20 +0000, Adeeba experienced inbound tech support process, Not Disclosed by Recruiter ,1 - 5 yrs, BPO| Outbound| Technical support| Sales,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
1233,2019-07-04 19:35:46 +0000,Multiple Openings for ITI ( Mechanical / Fitter ) in Ahmedabad, Not Disclosed by Recruiter, 0 - 2 Years,fitter|iti|mechanical,A Client of Drishti Consultants Pvt. Ltd., Ahmedabad,Other,Construction / Engineering / Cement / Metals,A Client of Drishti Consultants Pvt. Ltd.
1234,2019-08-05 03:06:45 +0000, Portfolio Manger SME Hyderabad," 3,00,000 - 3,50,000 PA. ",2 - 4 yrs, Cross Selling| Client Servicing| Cold Calling| Client Relationship| Marketing,Channel Sales,Hyderabad,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Executive / Officer
1235,2019-07-05 17:02:46 +0000, Front Office Executive, Not Disclosed by Recruiter ,1 - 6 yrs, SEC| Administration| Front Office Executive| Front desk| Customer service orientation| MIN| Application software| Customer Service Executive| Business Executive,,Noida,"Executive Assistant , Front Office , Data Entry","Banking, Financial Services, Broking",Receptionist
1236,2019-08-05 13:27:29 +0000, Quality Assurance Engineer - Business Analysis & Functional Testing, Not Disclosed by Recruiter ,3 - 6 yrs, TFS| Test Automation| Business Analyst| Software Quality Assurance| Selenium| Functional Testing| Jira| Testing,Programming & Design,Bengaluru,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
1237,2019-08-06 03:04:06 +0000, Senior Developers - Java, Not Disclosed by Recruiter ,3 - 6 yrs, com| c| oracle| software| jsp| testing| weblogic| mca| it| eclipse| spring| coding| java| application| ui| db2| web| struts| design| pl| applications,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1238,2019-08-04 13:45:47 +0000, Product Support Specialist, Not Disclosed by Recruiter ,4 - 6 yrs, HTML| Product support| Javascript| c#| server| Content management| css| website| technical| software| level| DNS| HTTP| Troubleshooting| scripting| jQuery| web| Analytical| design| .net| SEO| support| applications,Programming & Design,"Kolkata,Noida","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1239,2019-07-04 19:06:17 +0000, Associate: S&amp;IT (international), Not Disclosed by Recruiter ,1 - 4 yrs, Unix| Linux| Solaris| Disaster recovery| Problem management| network services| DBMS| MVS| Technical support| Ajax,Admin/Maintenance/Security/Datawarehousing,Bengaluru,IT Software - System Programming,"IT-Software, Software Services",System Administrator
1240,2019-08-04 06:17:24 +0000, Immediate Joinee _progress 4 Gl_hyderabad," 1,00,000 - 6,00,000 PA. ",3 - 7 yrs, Progress 4GL,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1241,2019-08-06 03:54:36 +0000, Merchandiser-hard Goods- Buying House-30k-delhi," 3,00,000 - 3,50,000 PA. ",5 - 9 yrs, hard goods| merchandiser| Buying House,Production/Merchandising/Business Development,Delhi,"Export , Import , Merchandising","Export, Import",Merchandiser
1242,2019-08-04 11:09:18 +0000, Looking For Manager- Government Liaison with Leading QSR.," 5,00,000 - 8,00,000 PA. ",10 - 15 yrs, Government Liaison,,Kolkata,"Legal , Regulatory , Intellectual Property","Travel , Hotels , Restaurants , Airlines , Railways",Legal Manager
1243,2019-08-04 19:45:48 +0000, Executive Assistant To CEO - Allways Logistics - Sarita Vihar," 3,00,000 - 3,75,000 PA. ",3 - 8 yrs, pa| executive secretary| company secretary| executive assistant| personal assistant| ea,,Delhi,"Executive Assistant , Front Office , Data Entry","Export, Import",Secretary/PA
1244,2019-08-05 12:01:18 +0000, UI Developer - React.js/javascript, Not Disclosed by Recruiter ,2 - 7 yrs, jQuery| UX| UI| Javascript| React.js,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1245,2019-08-06 03:39:27 +0000, Java Lead, Not Disclosed by Recruiter ,6 - 8 yrs, Core Java| Tomcat| Product management| Hibernate| Agile| Data structures| J2Ee| Application development| Application| Tuning,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Team Lead/Technical Lead
1246,2019-08-06 00:43:34 +0000, Sales- Working Capital Bangalore/ Belgaum/ Madurai/ Mangalore/ Coimbat," 11,00,000 - 17,00,000 PA. ",3 - 8 yrs, Cash Management Services| Business Banking| Wealth Management| Sales| Insurance| Fixed Deposits| Working Capital| Operations| Current| Branch Banking,Retail/Personal Banking,"Bengaluru,Belgaum,Hubli","Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Sales Officer
1247,2019-08-04 13:59:48 +0000, Senior PHP Developer- WALK IN," 3,00,000 - 7,00,000 PA. ",3 - 8 yrs, CSS| NetBeans| MySQL| Javascript| PHP| HTML| JSON| LAMP| Codeigniter| Ajax,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1248,2019-08-05 04:10:31 +0000, GM - Marketing, Not Disclosed by Recruiter ,15 - 20 yrs, HVAC| Mechanical| Management| Refrigeration| Industrial sales,Senior Management,Ahmedabad,"Sales , Retail , Business Development","Recruitment, Staffing",Head/VP/GM/National Manager -Sales
1249,2019-07-04 12:43:28 +0000, Technical Manager - Server Side Development - Java/ Node.js, Not Disclosed by Recruiter ,7 - 12 yrs, Javascript| JQuery| Angularjs| Node.Js| MySQL| Ruby Rails| Web Services| Java| TDD| Server Side| Technical Manager,Admin/Maintenance/Security/Datawarehousing,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT/Networking-Manager
1250,2019-08-05 05:37:42 +0000, Analytics Delivery Manager, Not Disclosed by Recruiter ,5 - 10 yrs, Linux| HTML| SQL| Computer science| Coding| MySQL| Windows| Analytics| Android| Python,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","Medical, Healthcare, Hospitals",Software Developer
1251,2019-08-05 09:52:41 +0000, Assistant Vice President, Not Disclosed by Recruiter ,2 - 4 yrs, Loans| Corporate relations| UCP| Corporate handling| FEMA| Trade finance| Wholesale banking| New product development| Assistant Vice President,Operations/Processes/Finance/Legal,Pune,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Trade Finance Operations Manager
1252,2019-08-06 08:54:18 +0000, Angular JS Developer EIA Department, Not Disclosed by Recruiter ,3 - 7 yrs, jQuery| HTML| Ajax| CSS| Front end| DOM| Internet applications| Application development| MVC,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","Automobile, Auto Anciliary, Auto Components",Software Developer
1253,2019-08-04 15:16:15 +0000, Top Branded intl bpo Hiring for Inbound Voice Process, Not Disclosed by Recruiter ,0 - 3 yrs, BPO| Service| Technical support| Issue| top| Inbound calls| Inbound voice process| Bonus| Software,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
1254,2019-07-07 00:14:12 +0000, Marketing Intern Fresher Mumbai," 1,50,000 - 2,00,000 PA. ",0 - 0 yrs, Customer Relationship| telecaller| Relationship Management| customer care officer| Telecalling| Cold Calling| telemarketing| customer support officer| Marketing| CRM| MAR| customer care executive,Other,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Fresher
1255,2019-07-04 15:45:26 +0000, Manager - Audit - Insurance, Not Disclosed by Recruiter ,5 - 10 yrs, Audit| Risk Management| Compliance| Internal Audit| Internal Control| Audit Manager,Operations/Processes/Finance/Legal,Bengaluru,"Financial Services , Banking , Investments , Insurance","IT-Software, Software Services",Audit Manager
1256,2019-08-04 22:32:51 +0000, Team Leader For Customer Care Center, Not Disclosed by Recruiter ,2 - 4 yrs, Attendance| Customer Care| Leave| Team Leading| SLA,Voice,Hyderabad,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Team Leader -(NonTechnical)
1257,2019-08-06 04:30:07 +0000, Technology Architect, Not Disclosed by Recruiter ,8 - 13 yrs, Com| Prototype| Email| Architecture| level| Senior| change| Service| big data| Entry level,Architectural Services,Bengaluru,"Architecture , Interior Design","BPO, Call Centre, ITeS",Architect
1258,2019-07-06 22:08:43 +0000, GIS Draftsman, Not Disclosed by Recruiter ,2 - 5 yrs, AutoCAD| REVIT| Architecture| Urban planning| Urban design| GIS software| GIS Analyst| Draughtsman| Civil| Trade,Architectural Services,Mumbai,"Architecture , Interior Design","Recruitment, Staffing",Draughtsman
1259,2019-08-05 10:39:33 +0000, Frontline RMS, Not Disclosed by Recruiter ,1 - 6 yrs, Media| Presales| Service| Email| MIN| Sales Coordinator| Software| Data mining,Retail Sales,Gurgaon,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Sales Executive/Officer
1260,2019-08-05 06:31:09 +0000, Dot Net Developer," 3,00,000 - 8,00,000 PA. ",3 - 5 yrs, c#| asp.net| .net| mvc| sql,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1261,2019-07-04 20:17:48 +0000,Senior Financial Analyst,Openings: 1, 2 - 4 Years,Financial Analysis|Financial Reporting|Finance|variance analysis|Mba|Ca,Finance/Audit,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit",BPO / Call Centre / ITES,Financial Analyst
1262,2019-07-07 05:07:07 +0000, Java Development, Not Disclosed by Recruiter ,3 - 8 yrs, development| java| oracle| software development| xml| struts| linux| ooad| hibernate| ejb,Programming & Design,"Bengaluru,Bengaluru / Bangalore","IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
1263,2019-07-06 23:01:40 +0000, Senior Data Scientist, Not Disclosed by Recruiter ,5 - 6 yrs, Python| Business intelligence| Coding| Computer science| Machine learning| Hbase| MongoDb| NoSQL| Cassandra| Operations,Programming & Design,Bengaluru,"IT Software - DBA , Datawarehousing","Media, Entertainment, Internet",Team Lead/Technical Lead
